,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
125497,125498,B00126IC3I,A39HUWB256YNXE,"Kernman ""Kernman""",5,5,3,1262044800,Precooked was not the way to go...,"I really wanted to love this item. I have ordered from Burgers before. Their precooked smoked turkey is excellent. But I did not enjoy this prime rib. Why? I bought the 4-5 lb roast for Christmas dinner. I let it thaw in the refrigerator for 4 days and then set it on the counter for two hours to bring it up to room temperature so it would reheat evenly. I followed the instructions that came with the roast, preheated the oven and let it cook for about an hour at 350 degrees. As I was busy preparing the rest of the meal I felt confident the prime rib would turn out fine since it was already cooked. As I was finishing up the rest of the cooking in that last dash of chaos to get everything out on time I finally checked the temperature of the meat and was shocked to find it was only 80 degrees in the center!<br /><br />I know for a fact the entire prime rib was thawed so there is no way it was still cold in the middle before I put it in the oven. I didn't panic. Since my guests were waiting and everything else was finished I had to get this meat up to temperature quickly (to at least warm) in the center without ruining the perfect red color of medium rare. Unfortunately that meant putting this beautiful and EXPENSIVE piece of meat in the microwave. I had to run it on high for 1 minute intervals, constantly opening and closing the door until I got the center to 110 or so - at least so my guests thought it was warmed through. Because of how big the roast was, that process took about 10 extra minutes. Obviously it is impossible to cook a prime rib evenly in the microwave so I ended up with overcooked ends, well done second and third slices and a slightly pink center.<br /><br />As for the taste...what were they thinking? I tasted like it was injected with highly concentrated au jus. Each bite was too salty for my taste and there was a heavy flavor of beef broth and rosemary. I wanted to taste the beef, not the seasonings. It reminded me a little of carved roast beef you get in a cheaper chain buffet restaurant or cafeteria like Golden Corral.<br /><br />Are there any positives? Yes, I can't say I hated it outright. The meat itself was tender as a prime rib should be and the flavor while a bit overpowering, was edible. In fact, my in-laws said they liked it a lot (but maybe they were just being nice). Also, it was much bigger than I thought - that's a good thing. It easily fed 6 people and there was enough left for another 5 or 6 more slices.<br /><br />But for the $115 I paid I probably could have had the same results from my grocery store meat case. Sorry Burgers. I like your products but you blew it on this one. I won't be buying a precooked prime rib from you again."
247252,247253,B002YR97BU,A2SVLQVQ7QVDRW,"RLP ""Forgiven""",1,2,2,1338422400,Disappointed,"I ordered this unsweetened coconut to use in a homemade trail mix.  I love fresh coconut, but not the work involved, so I thought this would be the next-to-best thing.  The coconut is almost tasteless.  I now have 3 1/2 bags left that I will probably never use.  Anyone want to buy 3 unopened bags of tasteless coconut?"
387523,387524,B000VTMIM8,A203NY0DXDMCIP,"Kat Hassard ""boomer_mom""",5,5,5,1230940800,divine,"My picky cat loved this.  It looks good, lots and lots of sauce (I didn't try it, of course). Usually  the orange cat turns her nose up on any new food.  It's probably a good way to get liquids into a cat that normally eats dry food (wellness indoor)."
278737,278738,B000RHXI32,A4U7HX5SEFM8G,S. Stanton,0,0,5,1328832000,Tasty Figs,These figs were far better than the turkish figs that I purchased at Trader Joes. Very plump and tasty. Recommended!
265929,265930,B00017L1TG,A2EQI214K8Z3C,Michael T. Heine,0,0,4,1254268800,good popcorn,"good popcorn, but not as good as back to basics, cheaper though, a good value, pops up great"
278655,278656,B009NY1MC4,AAEW50UKXP9Q0,"Laura Newton ""It's a car wash ladies and gent...",0,0,5,1343779200,Best vanilla extract I've tried,"I add vanilla extract to everything... my granola, cookies, cakes, ice creams... it is so nice to get it in such a large quantity and save myself the $$ and trips to the grocery store.  This is the best vanilla extract I've tried too, it is especially delicious in my vegan coconut milk ice cream... the little flecks of vanilla are amazing.  I recommend this product to anyone who uses a lot of vanilla!"
148721,148722,B001OCBT3U,A2QDOJFFLFGF18,"Michael Alexander ""greenacres""",0,0,4,1248220800,Love Peanuts,"This was alot better then I expected. I liked that it was bigger, and more peanut butter. My only bad think I can say is when it arrived (I live in Florida) It was mushed I put in the fridge and it turned to brittle but it was still good. my gripe is that its a little salty I dont think its a great kids snack but it was good"
343068,343069,B001VH91OW,AQ1XKFNYKKHID,AJ,2,2,3,1326240000,Too Smooth For My Tastebuds,"I've been looking for a good expresso comparable to my caffeinated Brothers, Columbian Supremo which rivals the best expresso I ever had in Italy.  I've been using the Brother's bean for about 10 years now and have never found any better for my Rancilio Silvia.  This Lavazza is way too smooth for my taste but it is probably the best I have found during my 6 month search.  It also provides excellent crema but I ground it a little too fine which seems to promote extra crema.  I am still looking for a stout, very flavorful decaf expresso for my afternoon and evening lattes.  If anyone has any suggestions for me I would greatly appreciate it.  I have spent a small fortune trying to find a very flavorful decaf expresso.  Additionally, the Lavazza is decaffeinated using the very safe Swiss Water method (no chemicals).  If you are looking for a very smooth expresso this medium roast Lavazza is very good."
200187,200188,B0027CT5HS,A25FV2R80E3K7P,Catherine Duncan,0,0,5,1213747200,Best Ever,I have been trying body lotions for years..<br />Everything on the market from Designer to drug store.<br />This is the best ever...
166231,166232,B001874VOA,AXJ1QYBUL86ON,"HarpswellWoman ""HarpswellWoman""",0,0,5,1330905600,Wow! What a find!  Such a good deal!,"This pasta is in class of its own.  So far I created a white wine clam sauce and added the bucatini.  Unlike other pasta, the bucatini absorbed all the sauce and created a very flavorful pasta dish.  This is an excellent value with Subscribe & Save. It works out to be $1.26 per package.  Take that, Prince Spaghetti!<br /><br />More updates to follow.<br /><br />Mangia!"
96523,96524,B003P7ZMDA,A1R2ABQ506C3FV,"Theresa ""&#34;T.J&#34;""",0,0,5,1346371200,"Wonderful  Sweet Tea, Like Grandmother's","I fell in love with this product, and have ordered it several times. The only thing holding me back is the high S&H rates right now. I'm hoping the tea will be offered again at the lower price. It's delicious !"
439011,439012,B0009P5Y9I,APX6SVCEA5TAJ,J. G.,4,4,5,1221523200,excellent!,"Lavazza coffee is hands down one of the better coffees available. These pods produce an excellent flavor espresso, with a very smooth almost sweet taste, and an incredible crema! Highly  recommended!"
341426,341427,B001RVFEP2,A2OG042EUQ8XG5,Diane Haynes,0,0,5,1318377600,Wonderful!!!!! ( I purchased them from Amazon.com) Love Amazon,"These chips taste great! You will not go wrong with them they are low in calories high in fiber. If you eat to much like more than one bag in a sitting, you may become constipated! other than that they are wonderful you will not be sorry."
85898,85899,B004P7R9Z8,A1M8AYAL3L8ACP,Amanda L. Davis,0,0,5,1330041600,Good Mint Cookies,"These have minty chocolate in them, but it's not too minty, wich is good.  They're a lot like the Thin Mint Girl Scout cookies in reguard to flavor, but the texture is lighter and crisper."
201098,201099,B00395570G,A1JWHNT439CFJG,"Samantha R. Hurton ""HurtonJohnson""",0,0,4,1274313600,Good coffee,"I bought these for my boyfriend, as I don't drink coffee. He loves them, drinks it several times a day both hot and as iced coffee."
9198,9199,B006N3IG4K,AB6G1LUA9TG2L,Lisa,0,0,5,1316131200,Yum-o,Best K cup around. A must try!  Amazon ships quickly and in one piece. I'd recommend the coffee as well as going through Amazon to order this coffee from.  Thank you for a great experience.
559480,559481,B001E8DHPW,A3LV9PSOH448QA,Maggie H. Villegas,2,2,5,1281830400,Great alternative cooking oil,"I first read about the benefits of coconut oil while reading an article in Oxygen Magazine.  I was curious about it's potential benefits so I did more research. I was very surprised to learn how this oil had been the primary source of oil in the United States until there was a propagandist pitch against buying this oil due to conflicts of the world war at the time, as well as the increased interest in corn oil manufacturing in the U.S. Coconut oil became a target of U.S. corn and vegetable oil manufacturers. Today, it's nearly been forgotten or written off because of it's high saturated fat content.  Interesting to note that this oil's properties do not act like other saturated fats because it is a medium-chain triglyceride, which breaks down differently in the liver. After reading the information I gave it a go and I love it.  It is great for all sorts of cooking. It even blends well into a protein shake. It smells wonderful and works as a great skin conditioner and massage oil.  I would highly recommend coconut oil to everyone. Once you try it you won't want to go back to the unhealthy corn or vegetable oils."
485249,485250,B000NCXN1S,A2LGHGZR4IKTO5,"John A. van der Wel ""John van der Wel""",0,0,3,1328745600,good quality,one thing about this product that i didnt like was the size since they were talking about large jars....well..when i think large i think 26 oz but it was about half the size i expected
32798,32799,B0083QJU72,A2VWJ8KF7FG10N,Curious L,0,0,5,1331424000,Such a fantastic Maple Syrup,From time to time I do cleanses that require Grade B Maple Syrup and Coombs Family Farms is perfect! I love this brand. Couldn't be happier with it.
521099,521100,B008ATDIDE,A2IHUCZRLG3C09,Quisha A. Light,1,3,5,1305417600,Great Meal At Any Time of the Day!,I love Kashi Golean.  It is filling and high fiber and protein.  I have been able to lose weight eating this cereal and sensible low calorie meals.  I buy it in bulk to save money.
